,period,c_a_estimated,c_a_calculated,c_s_estimated,c_s_calculated
86,87.0,0.7390360998084939,1.6184562218349499,0.5,0.8923326161874043
87,88.0,0.7390360998084939,2.397701493993849,0.5,1.2346161917542835
88,89.0,0.7390360998084939,1.6542423031702256,0.5,1.407961516881085
89,90.0,0.7390360998084939,3.1440545236063593,0.5,1.4262407651854374
90,91.0,0.7390360998084939,1.9027832507360907,0.5,1.1722896650832637
91,92.0,0.7390360998084939,2.5152128891781813,0.5,1.071093947594517
92,93.0,0.7390360998084939,1.2693615091067665,0.5,0.7970594151980507
93,94.0,0.7390360998084939,1.728546600940211,0.5,1.3186415633744597
94,95.0,0.7390360998084939,1.7219605840912482,0.5,0.9318629032040048
95,96.0,0.7390360998084939,2.822353367225174,0.5,1.0844676393007682
96,97.0,0.7390360998084939,1.5517232103524092,0.5,1.079745152367672
97,98.0,0.7390360998084939,2.289615809059075,0.5,1.0874839916475645
98,99.0,0.7390360998084939,1.5463930792246707,0.5,1.1963412542738077
99,100.0,0.7390360998084939,2.2469332162465476,0.5,1.4020835018917133
